Sales_Date,Delivery_Date,SKU_Code,Qty,Unit_Price,Line_Amount,From_Location,To_Location,Channel,Sub_Channel,Delivery_Type,Courier,City_Tier,Category,Order_ID,Customer_ID,Month,Year,Week,Delivery_Days,Payment_Method,Is_Returned
2025-05-01,2025-05-03,BPC-1024,1,835.0,835.0,Hyderabad,Bengaluru,D2C,Website,Scheduled,Ecom Express,Metro,Haircare,D2C-107435,C54604,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-03,BPC-1028,1,396.0,396.0,Hyderabad,Bengaluru,D2C,Website,Scheduled,Ecom Express,Metro,Bodycare,D2C-107435,C54604,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-06,BPC-1016,2,773.0,1546.0,Gurgaon,Pune,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-107436,C44373,2025-05,2025,18,5,Prepaid,0
2025-05-01,2025-05-06,BPC-1007,1,404.0,404.0,Gurgaon,Pune,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-107436,C44373,2025-05,2025,18,5,COD,0
2025-05-01,2025-05-06,BPC-1044,2,982.0,1964.0,Gurgaon,Pune,D2C,Website,Scheduled,XpressBees,Metro,Makeup,D2C-107436,C44373,2025-05,2025,18,5,Wallet,0
2025-05-01,2025-05-04,BPC-1028,1,405.0,405.0,Hyderabad,Chennai,D2C,Website,Scheduled,XpressBees,Metro,Bodycare,D2C-107437,C54606,2025-05,2025,18,3,COD,0
2025-05-01,2025-05-03,BPC-1046,3,957.0,2871.0,Hyderabad,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Makeup,D2C-107438,C54607,2025-05,2025,18,2,COD,0
2025-05-01,2025-05-03,BPC-1011,2,452.0,904.0,Hyderabad,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Skincare,D2C-107438,C54607,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-03,BPC-1045,1,450.0,450.0,Gurgaon,Agra,D2C,Website,Scheduled,XpressBees,Tier 2,Makeup,D2C-107439,C47710,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-04,BPC-1023,1,473.0,473.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-107440,C54609,2025-05,2025,18,3,Prepaid,0
2025-05-01,2025-05-04,BPC-1007,2,399.0,798.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-107440,C54609,2025-05,2025,18,3,COD,0
2025-05-01,2025-05-04,BPC-1005,2,717.0,1434.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-107440,C54609,2025-05,2025,18,3,Wallet,0
2025-05-01,2025-05-03,BPC-1020,2,950.0,1900.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,XpressBees,Metro,Haircare,D2C-107441,C49047,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-03,BPC-1031,1,473.0,473.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,XpressBees,Metro,Bodycare,D2C-107441,C49047,2025-05,2025,18,2,COD,0
2025-05-01,2025-05-04,BPC-1037,1,491.0,491.0,Gurgaon,Delhi,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-107442,C42980,2025-05,2025,18,3,COD,0
2025-05-01,2025-05-04,BPC-1003,1,524.0,524.0,Gurgaon,Delhi,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-107442,C42980,2025-05,2025,18,3,Prepaid,0
2025-05-01,2025-05-05,BPC-1048,1,1086.0,1086.0,Hyderabad,Kanpur,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-107443,C54610,2025-05,2025,18,4,COD,0
2025-05-01,2025-05-05,BPC-1036,2,458.0,916.0,Hyderabad,Kanpur,D2C,Website,Scheduled,Ecom Express,Tier 2,Bodycare,D2C-107443,C54610,2025-05,2025,18,4,Prepaid,0
2025-05-01,2025-05-03,BPC-1041,2,1265.0,2530.0,Navi Mumbai,Ahmedabad,D2C,Website,Scheduled,Shadowfax,Metro,Makeup,D2C-107444,C54610,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-03,BPC-1040,1,959.0,959.0,Navi Mumbai,Ahmedabad,D2C,Website,Scheduled,Shadowfax,Metro,Makeup,D2C-107444,C54610,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-03,BPC-1045,1,462.0,462.0,Navi Mumbai,Ahmedabad,D2C,Website,Scheduled,Shadowfax,Metro,Makeup,D2C-107444,C54610,2025-05,2025,18,2,Prepaid,0
2025-05-01,2025-05-04,BPC-1025,1,762.0,762.0,Hyderabad,Mysuru,D2C,Website,Scheduled,Delhivery,Tier 2,Haircare,D2C-107445,C40116,2025-05,2025,18,3,COD,0
2025-05-01,2025-05-04,BPC-1033,2,610.0,1220.0,Hyderabad,Mysuru,D2C,Website,Scheduled,Delhivery,Tier 2,Bodycare,D2C-107445,C40116,2025-05,2025,18,3,Prepaid,0
2025-05-01,2025-05-06,BPC-1035,1,276.0,276.0,Navi Mumbai,Coimbatore,D2C,Website,Scheduled,Delhivery,Tier 2,Bodycare,D2C-107446,C54611,2025-05,2025,18,5,Prepaid,0
2025-05-01,2025-05-06,BPC-1011,1,449.0,449.0,Navi Mumbai,Coimbatore,D2C,Website,Scheduled,Delhivery,Tier 2,Skincare,D2C-107446,C54611,2025-05,2025,18,5,Prepaid,0
2025-05-01,2025-05-07,BPC-1042,1,368.0,368.0,Gurgaon,Bhopal,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-107447,C41944,2025-05,2025,18,6,Prepaid,1
2025-05-01,2025-05-07,BPC-1044,1,978.0,978.0,Gurgaon,Bhopal,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-107447,C41944,2025-05,2025,18,6,COD,0
2025-05-01,2025-05-07,BPC-1028,1,394.0,394.0,Gurgaon,Bhopal,D2C,Website,Scheduled,Ecom Express,Tier 2,Bodycare,D2C-107447,C41944,2025-05,2025,18,6,Prepaid,0
2025-05-01,2025-05-05,BPC-1018,1,443.0,443.0,Gurgaon,Kolkata,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-107448,C54612,2025-05,2025,18,4,Prepaid,0
2025-05-01,2025-05-05,BPC-1048,1,1092.0,1092.0,Gurgaon,Kolkata,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-107448,C54612,2025-05,2025,18,4,COD,0
