Sales_Date,Delivery_Date,SKU_Code,Qty,Unit_Price,Line_Amount,From_Location,To_Location,Channel,Sub_Channel,Delivery_Type,Courier,City_Tier,Category,Order_ID,Customer_ID,Month,Year,Week,Delivery_Days,Payment_Method,Is_Returned
2025-06-01,2025-06-04,BPC-1016,1,803.0,803.0,Gurgaon,Delhi,D2C,Website,Scheduled,Shadowfax,Metro,Skincare,D2C-110139,C56324,2025-06,2025,22,3,COD,0
2025-06-01,2025-06-03,BPC-1038,3,276.0,828.0,Gurgaon,Dehradun,D2C,Website,Scheduled,Delhivery,Tier 2,Bodycare,D2C-110140,C56324,2025-06,2025,22,2,Prepaid,0
2025-06-01,2025-06-06,BPC-1048,2,1074.0,2148.0,Gurgaon,Surat,D2C,Website,Scheduled,Shadowfax,Tier 2,Makeup,D2C-110141,C56325,2025-06,2025,22,5,Prepaid,0
2025-06-01,2025-06-06,BPC-1022,1,511.0,511.0,Gurgaon,Surat,D2C,Website,Scheduled,Shadowfax,Tier 2,Haircare,D2C-110141,C56325,2025-06,2025,22,5,Prepaid,0
2025-06-01,2025-06-03,BPC-1008,1,685.0,685.0,Gurgaon,Lucknow,D2C,Website,Scheduled,Delhivery,Tier 2,Skincare,D2C-110142,C56326,2025-06,2025,22,2,COD,0
2025-06-01,2025-06-04,BPC-1030,2,520.0,1040.0,Gurgaon,Delhi,D2C,Website,Scheduled,XpressBees,Metro,Bodycare,D2C-110143,C56326,2025-06,2025,22,3,COD,0
2025-06-01,2025-06-04,BPC-1006,1,1149.0,1149.0,Gurgaon,Delhi,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-110143,C56326,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-07,BPC-1047,1,1114.0,1114.0,Navi Mumbai,Chandigarh,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-110144,C56327,2025-06,2025,22,6,Prepaid,0
2025-06-01,2025-06-05,BPC-1018,2,444.0,888.0,Hyderabad,Nashik,D2C,Website,Scheduled,Delhivery,Tier 2,Haircare,D2C-110145,C56328,2025-06,2025,22,4,Wallet,0
2025-06-01,2025-06-04,BPC-1024,2,827.0,1654.0,Hyderabad,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-110146,C56328,2025-06,2025,22,3,COD,0
2025-06-01,2025-06-04,BPC-1039,2,267.0,534.0,Hyderabad,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-110146,C56328,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-04,BPC-1019,1,953.0,953.0,Hyderabad,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-110146,C56328,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-04,BPC-1048,1,1099.0,1099.0,Navi Mumbai,Vadodara,D2C,Website,Scheduled,Blue Dart,Tier 2,Makeup,D2C-110147,C56328,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-03,BPC-1006,3,1150.0,3450.0,Gurgaon,Delhi,D2C,Website,Scheduled,Blue Dart,Metro,Skincare,D2C-110148,C56329,2025-06,2025,22,2,Prepaid,0
2025-06-01,2025-06-04,BPC-1026,2,666.0,1332.0,Navi Mumbai,Pune,D2C,Website,Scheduled,Shadowfax,Metro,Haircare,D2C-110149,C56329,2025-06,2025,22,3,Wallet,0
2025-06-01,2025-06-04,BPC-1041,1,1262.0,1262.0,Navi Mumbai,Pune,D2C,Website,Scheduled,Shadowfax,Metro,Makeup,D2C-110149,C56329,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-07,BPC-1027,2,1424.0,2848.0,Navi Mumbai,Guwahati,D2C,Website,Scheduled,Delhivery,Tier 2,Haircare,D2C-110150,C56329,2025-06,2025,22,6,Prepaid,0
2025-06-01,2025-06-05,BPC-1025,2,745.0,1490.0,Navi Mumbai,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Haircare,D2C-110151,C44486,2025-06,2025,22,4,Wallet,0
2025-06-01,2025-06-05,BPC-1012,2,537.0,1074.0,Navi Mumbai,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Skincare,D2C-110151,C44486,2025-06,2025,22,4,Prepaid,0
2025-06-01,2025-06-05,BPC-1013,2,431.0,862.0,Navi Mumbai,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Skincare,D2C-110151,C44486,2025-06,2025,22,4,Prepaid,0
2025-06-01,2025-06-06,BPC-1045,2,464.0,928.0,Hyderabad,Patna,D2C,Website,Scheduled,XpressBees,Tier 2,Makeup,D2C-110152,C56330,2025-06,2025,22,5,COD,0
2025-06-01,2025-06-06,BPC-1034,1,289.0,289.0,Hyderabad,Patna,D2C,Website,Scheduled,XpressBees,Tier 2,Bodycare,D2C-110152,C56330,2025-06,2025,22,5,Wallet,0
2025-06-01,2025-06-07,BPC-1025,1,758.0,758.0,Gurgaon,Chennai,D2C,Website,Scheduled,XpressBees,Metro,Haircare,D2C-110153,C45782,2025-06,2025,22,6,Prepaid,0
2025-06-01,2025-06-07,BPC-1025,1,745.0,745.0,Navi Mumbai,Dehradun,D2C,Website,Scheduled,Blue Dart,Tier 2,Haircare,D2C-110154,C56332,2025-06,2025,22,6,Prepaid,0
2025-06-01,2025-06-04,BPC-1049,1,1548.0,1548.0,Hyderabad,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Fragrance,D2C-110155,C40825,2025-06,2025,22,3,Prepaid,0
2025-06-01,2025-06-05,BPC-1016,3,792.0,2376.0,Gurgaon,Bengaluru,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-110156,C56334,2025-06,2025,22,4,Prepaid,0
2025-06-01,2025-06-05,BPC-1032,2,493.0,986.0,Gurgaon,Bengaluru,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-110156,C56334,2025-06,2025,22,4,Prepaid,1
2025-06-01,2025-06-07,BPC-1046,2,988.0,1976.0,Gurgaon,Guwahati,D2C,Website,Scheduled,Shadowfax,Tier 2,Makeup,D2C-110157,C56335,2025-06,2025,22,6,Prepaid,0
