Sales_Date,Delivery_Date,SKU_Code,Qty,Unit_Price,Line_Amount,From_Location,To_Location,Channel,Sub_Channel,Delivery_Type,Courier,City_Tier,Category,Order_ID,Customer_ID,Month,Year,Week,Delivery_Days,Payment_Method,Is_Returned
2025-04-01,2025-04-05,BPC-1021,1,1186.0,1186.0,Hyderabad,Surat,D2C,Website,Scheduled,Blue Dart,Tier 2,Haircare,D2C-105110,C46985,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-05,BPC-1018,2,436.0,872.0,Hyderabad,Surat,D2C,Website,Scheduled,Blue Dart,Tier 2,Haircare,D2C-105110,C46985,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-05,BPC-1029,1,445.0,445.0,Hyderabad,Surat,D2C,Website,Scheduled,Blue Dart,Tier 2,Bodycare,D2C-105110,C46985,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-06,BPC-1018,1,443.0,443.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,Ecom Express,Metro,Haircare,D2C-105111,C41854,2025-04,2025,14,5,Prepaid,0
2025-04-01,2025-04-06,BPC-1027,1,1421.0,1421.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,Ecom Express,Metro,Haircare,D2C-105111,C41854,2025-04,2025,14,5,COD,0
2025-04-01,2025-04-05,BPC-1040,2,927.0,1854.0,Hyderabad,Delhi,D2C,Website,Scheduled,Blue Dart,Metro,Makeup,D2C-105112,C41537,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-05,BPC-1015,1,535.0,535.0,Hyderabad,Delhi,D2C,Website,Scheduled,Blue Dart,Metro,Skincare,D2C-105112,C41537,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-06,BPC-1045,1,450.0,450.0,Navi Mumbai,Indore,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-105113,C53137,2025-04,2025,14,5,COD,0
2025-04-01,2025-04-06,BPC-1041,1,1265.0,1265.0,Navi Mumbai,Indore,D2C,Website,Scheduled,Ecom Express,Tier 2,Makeup,D2C-105113,C53137,2025-04,2025,14,5,COD,0
2025-04-01,2025-04-05,BPC-1041,2,1256.0,2512.0,Hyderabad,Mumbai,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-105114,C48736,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-05,BPC-1023,2,481.0,962.0,Hyderabad,Mumbai,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-105114,C48736,2025-04,2025,14,4,COD,0
2025-04-01,2025-04-04,BPC-1008,1,697.0,697.0,Hyderabad,Chennai,D2C,Website,Scheduled,Blue Dart,Metro,Skincare,D2C-105115,C53138,2025-04,2025,14,3,Prepaid,0
2025-04-01,2025-04-04,BPC-1002,1,474.0,474.0,Navi Mumbai,Pune,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-105116,C53138,2025-04,2025,14,3,Prepaid,0
2025-04-01,2025-04-05,BPC-1033,1,596.0,596.0,Gurgaon,Bhopal,D2C,Website,Scheduled,Blue Dart,Tier 2,Bodycare,D2C-105117,C53139,2025-04,2025,14,4,COD,0
2025-04-01,2025-04-04,BPC-1023,2,478.0,956.0,Gurgaon,Jaipur,D2C,Website,Scheduled,Delhivery,Tier 2,Haircare,D2C-105118,C53139,2025-04,2025,14,3,COD,0
2025-04-01,2025-04-05,BPC-1020,1,956.0,956.0,Hyderabad,Kolkata,D2C,Website,Scheduled,Blue Dart,Metro,Haircare,D2C-105119,C53140,2025-04,2025,14,4,Wallet,1
2025-04-01,2025-04-05,BPC-1026,1,667.0,667.0,Hyderabad,Kolkata,D2C,Website,Scheduled,Blue Dart,Metro,Haircare,D2C-105119,C53140,2025-04,2025,14,4,Prepaid,0
2025-04-01,2025-04-03,BPC-1010,1,525.0,525.0,Hyderabad,Kochi,D2C,Website,Scheduled,Delhivery,Tier 2,Skincare,D2C-105120,C44422,2025-04,2025,14,2,COD,0
2025-04-01,2025-04-06,BPC-1029,1,448.0,448.0,Gurgaon,Guwahati,D2C,Website,Scheduled,Delhivery,Tier 2,Bodycare,D2C-105121,C40742,2025-04,2025,14,5,Prepaid,0
2025-04-01,2025-04-03,BPC-1050,1,529.0,529.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Fragrance,D2C-105122,C53142,2025-04,2025,14,2,Prepaid,0
2025-04-01,2025-04-03,BPC-1046,1,988.0,988.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-105122,C53142,2025-04,2025,14,2,Prepaid,0
2025-04-01,2025-04-07,BPC-1025,2,743.0,1486.0,Gurgaon,Guwahati,D2C,Website,Scheduled,Delhivery,Tier 2,Haircare,D2C-105123,C53143,2025-04,2025,14,6,Prepaid,0
2025-04-01,2025-04-07,BPC-1050,2,529.0,1058.0,Gurgaon,Guwahati,D2C,Website,Scheduled,Delhivery,Tier 2,Fragrance,D2C-105123,C53143,2025-04,2025,14,6,COD,0
2025-04-01,2025-04-05,BPC-1029,1,445.0,445.0,Hyderabad,Kolkata,D2C,Website,Scheduled,XpressBees,Metro,Bodycare,D2C-105124,C42525,2025-04,2025,14,4,Prepaid,0
