Sales_Date,Delivery_Date,SKU_Code,Qty,Unit_Price,Line_Amount,From_Location,To_Location,Channel,Sub_Channel,Delivery_Type,Courier,City_Tier,Category,Order_ID,Customer_ID,Month,Year,Week,Delivery_Days,Payment_Method,Is_Returned
2025-07-01,2025-07-06,BPC-1013,1,516.0,516.0,Hyderabad,Kolkata,D2C,Website,Scheduled,Ecom Express,Metro,Skincare,D2C-113424,C46783,2025-07,2025,27,5,Prepaid,0
2025-07-01,2025-07-06,BPC-1039,1,313.0,313.0,Hyderabad,Kolkata,D2C,Website,Scheduled,Ecom Express,Metro,Makeup,D2C-113424,C46783,2025-07,2025,27,5,COD,0
2025-07-01,2025-07-06,BPC-1007,2,455.0,910.0,Hyderabad,Kolkata,D2C,Website,Scheduled,Ecom Express,Metro,Skincare,D2C-113424,C46783,2025-07,2025,27,5,COD,0
2025-07-01,2025-07-07,BPC-1018,2,505.0,1010.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-113425,C44918,2025-07,2025,27,6,Prepaid,0
2025-07-01,2025-07-07,BPC-1034,1,329.0,329.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-113425,C44918,2025-07,2025,27,6,Prepaid,0
2025-07-01,2025-07-03,BPC-1025,1,872.0,872.0,Hyderabad,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Haircare,D2C-113426,C42231,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-03,BPC-1037,1,568.0,568.0,Hyderabad,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Bodycare,D2C-113426,C42231,2025-07,2025,27,2,COD,0
2025-07-01,2025-07-03,BPC-1020,2,1102.0,2204.0,Hyderabad,Mysuru,D2C,Website,Scheduled,XpressBees,Tier 2,Haircare,D2C-113426,C42231,2025-07,2025,27,2,Prepaid,1
2025-07-01,2025-07-03,BPC-1038,1,327.0,327.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-113427,C43131,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-03,BPC-1045,1,538.0,538.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-113427,C43131,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-03,BPC-1044,2,1127.0,2254.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-113427,C43131,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-03,BPC-1006,1,1342.0,1342.0,Gurgaon,Delhi,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-113428,C42048,2025-07,2025,27,2,COD,0
2025-07-01,2025-07-03,BPC-1038,1,325.0,325.0,Gurgaon,Kanpur,D2C,Website,Scheduled,Shadowfax,Tier 2,Bodycare,D2C-113429,C58349,2025-07,2025,27,2,COD,0
2025-07-01,2025-07-03,BPC-1008,1,809.0,809.0,Gurgaon,Kanpur,D2C,Website,Scheduled,Shadowfax,Tier 2,Skincare,D2C-113429,C58349,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-03,BPC-1037,1,567.0,567.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,Shadowfax,Metro,Bodycare,D2C-113430,C58349,2025-07,2025,27,2,COD,0
2025-07-01,2025-07-03,BPC-1020,1,1086.0,1086.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,Shadowfax,Metro,Haircare,D2C-113430,C58349,2025-07,2025,27,2,COD,0
2025-07-01,2025-07-03,BPC-1027,1,1655.0,1655.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,Shadowfax,Metro,Haircare,D2C-113430,C58349,2025-07,2025,27,2,Prepaid,0
2025-07-01,2025-07-04,BPC-1048,1,1288.0,1288.0,Hyderabad,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-113431,C58350,2025-07,2025,27,3,Prepaid,0
