Sales_Date,Delivery_Date,SKU_Code,Qty,Unit_Price,Line_Amount,From_Location,To_Location,Channel,Sub_Channel,Delivery_Type,Courier,City_Tier,Category,Order_ID,Customer_ID,Month,Year,Week,Delivery_Days,Payment_Method,Is_Returned
2025-03-01,2025-03-06,BPC-1036,1,461.0,461.0,Navi Mumbai,Patna,D2C,Website,Scheduled,Ecom Express,Tier 2,Bodycare,D2C-103085,C51898,2025-03,2025,9,5,Prepaid,0
2025-03-01,2025-03-06,BPC-1020,1,942.0,942.0,Navi Mumbai,Patna,D2C,Website,Scheduled,Ecom Express,Tier 2,Haircare,D2C-103085,C51898,2025-03,2025,9,5,Prepaid,0
2025-03-01,2025-03-04,BPC-1001,2,367.0,734.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-103086,C44654,2025-03,2025,9,3,Prepaid,0
2025-03-01,2025-03-03,BPC-1040,1,954.0,954.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-103087,C51900,2025-03,2025,9,2,Prepaid,0
2025-03-01,2025-03-03,BPC-1045,1,451.0,451.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-103087,C51900,2025-03,2025,9,2,Prepaid,0
2025-03-01,2025-03-03,BPC-1046,2,962.0,1924.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-103087,C51900,2025-03,2025,9,2,COD,0
2025-03-01,2025-03-03,BPC-1006,1,1149.0,1149.0,Navi Mumbai,Mumbai,D2C,Website,Scheduled,Ecom Express,Metro,Skincare,D2C-103088,C51901,2025-03,2025,9,2,Prepaid,0
2025-03-01,2025-03-05,BPC-1003,1,520.0,520.0,Gurgaon,Bengaluru,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-103089,C51901,2025-03,2025,9,4,Wallet,0
2025-03-01,2025-03-05,BPC-1038,2,277.0,554.0,Navi Mumbai,Kolkata,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-103090,C51901,2025-03,2025,9,4,Prepaid,0
2025-03-01,2025-03-05,BPC-1005,2,702.0,1404.0,Navi Mumbai,Kolkata,D2C,Website,Scheduled,Delhivery,Metro,Skincare,D2C-103090,C51901,2025-03,2025,9,4,Prepaid,0
2025-03-01,2025-03-03,BPC-1027,1,1420.0,1420.0,Hyderabad,Bengaluru,D2C,Website,Scheduled,Blue Dart,Metro,Haircare,D2C-103091,C42270,2025-03,2025,9,2,Prepaid,0
2025-03-01,2025-03-07,BPC-1045,1,460.0,460.0,Gurgaon,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Makeup,D2C-103092,C49319,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1029,1,450.0,450.0,Gurgaon,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Bodycare,D2C-103092,C49319,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1025,3,748.0,2244.0,Gurgaon,Chennai,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-103092,C49319,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1011,2,445.0,890.0,Gurgaon,Bhubaneswar,D2C,Website,Scheduled,Delhivery,Tier 2,Skincare,D2C-103093,C51903,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1005,1,694.0,694.0,Gurgaon,Bhubaneswar,D2C,Website,Scheduled,Delhivery,Tier 2,Skincare,D2C-103093,C51903,2025-03,2025,9,6,COD,0
2025-03-01,2025-03-07,BPC-1023,1,480.0,480.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,XpressBees,Metro,Haircare,D2C-103094,C51904,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1013,2,437.0,874.0,Hyderabad,Ahmedabad,D2C,Website,Scheduled,XpressBees,Metro,Skincare,D2C-103094,C51904,2025-03,2025,9,6,Prepaid,0
2025-03-01,2025-03-07,BPC-1042,2,361.0,722.0,Hyderabad,Bhopal,D2C,Website,Scheduled,Delhivery,Tier 2,Makeup,D2C-103095,C51905,2025-03,2025,9,6,Prepaid,1
2025-03-01,2025-03-07,BPC-1046,1,990.0,990.0,Hyderabad,Bhopal,D2C,Website,Scheduled,Delhivery,Tier 2,Makeup,D2C-103095,C51905,2025-03,2025,9,6,COD,0
2025-03-01,2025-03-03,BPC-1026,2,659.0,1318.0,Hyderabad,Hyderabad,D2C,Website,Scheduled,Delhivery,Metro,Haircare,D2C-103096,C51905,2025-03,2025,9,2,Wallet,1
